MPriceUpRainUp,0.0625
MPriceUpRainAvg,0.1
MPriceUpRainUp,0.0875
MPriceAvgRainUp,0.125
MPriceAvgRainAvg,0.2
MPriceUpRainUp,0.175
MPriceDownRainUp,0.0625
MPriceUpRainUp,0.1
MPriceUpRainUp,0.0875
